0.0,22.0,5677.010000000003
0.004,22.0,5786.21
0.007,21.0,6149.889999999998
0.009,21.0,5810.180000000001
0.02,21.0,6279.210000000001
0.023,21.0,6269.269999999994
0.026,21.0,5987.8899999999985
0.033,21.0,5991.299999999998
0.041,21.0,5777.580000000001
0.054,21.0,5847.399999999997
0.058,21.0,6025.869999999998
0.061,21.0,5846.089999999999
0.066,21.0,5869.939999999999
0.075,21.0,5493.070000000005
0.086,21.0,5657.090000000001
0.091,21.0,5905.160000000001
0.096,21.0,5893.689999999999
0.098,21.0,5964.499999999999
0.109,21.0,5828.750000000001
0.113,21.0,5715.949999999999
0.117,21.0,5496.640000000001
0.121,21.0,5526.059999999999
0.129,21.0,5486.9800000000005
0.136,21.0,6072.970000000002
0.14,21.0,5694.510000000002
0.146,21.0,5661.010000000004
0.149,21.0,5890.640000000003
0.172,21.0,5767.170000000005
0.177,21.0,5625.44
0.186,21.0,5767.7500000000055
0.19,21.0,5756.610000000001
0.195,21.0,5588.3
0.204,21.0,5757.77
0.209,21.0,5744.72
0.214,20.0,5548.440000000002
0.217,20.0,5513.589999999999
0.223,20.0,5980.09
0.229,20.0,6106.779999999998
0.232,20.0,6105.700000000002
0.24,20.0,6195.080000000001
0.246,20.0,6201.600000000003
0.253,20.0,6156.500000000004
0.261,20.0,5991.070000000002
0.265,20.0,6299.490000000006
0.269,20.0,6010.630000000005
0.273,20.0,6091.390000000005
0.277,20.0,5930.490000000002
0.282,20.0,5681.500000000001
0.288,20.0,5768.070000000004
0.292,20.0,5787.060000000003
0.309,20.0,6119.370000000003
0.314,20.0,6170.8499999999985
0.319,20.0,6254.310000000002
0.324,20.0,6387.310000000004
0.33,20.0,6636.560000000005
0.338,20.0,6756.349999999997
0.346,20.0,6856.790000000001
0.351,20.0,6581.699999999999
0.357,20.0,6555.240000000002
0.361,20.0,6326.280000000001
0.367,20.0,6776.080000000002
0.371,20.0,6823.5900000000065
0.375,20.0,6752.220000000001
0.38,20.0,6626.600000000005
0.383,20.0,6733.8899999999985
0.386,20.0,6662.709999999998
0.389,20.0,6285.930000000005
0.392,20.0,6152.000000000002
0.395,20.0,6222.510000000003
0.398,20.0,6364.459999999998
0.442,20.0,6246.390000000001
0.444,20.0,6000.870000000003
0.449,20.0,6007.999999999998
0.451,20.0,6144.570000000007
0.454,20.0,6415.410000000003
0.458,20.0,6350.7699999999995
0.461,20.0,6269.82
0.463,20.0,6467.970000000001
0.466,20.0,6656.370000000001
0.468,20.0,6526.040000000001
0.471,20.0,6063.74
0.474,20.0,5918.360000000004
0.476,20.0,5971.27
0.479,20.0,5850.539999999999
0.482,20.0,6006.090000000005
0.484,20.0,5916.31
0.487,20.0,6321.580000000004
0.49,20.0,6105.96
0.493,20.0,6163.260000000003
0.496,20.0,6215.339999999998
0.498,20.0,6539.239999999999
0.501,20.0,6441.270000000002
0.511,20.0,6595.000000000003
0.514,20.0,6637.380000000003
0.517,20.0,6861.150000000003
0.521,20.0,6686.310000000003
0.523,20.0,6629.530000000001
0.525,20.0,6305.920000000001
0.528,20.0,6179.349999999996
0.53,20.0,6285.659999999998
0.533,20.0,6288.229999999996
0.536,20.0,6508.169999999998
0.538,20.0,6438.280000000002
0.541,20.0,6318.020000000006
0.543,20.0,6240.760000000005
0.546,20.0,6267.250000000003
