0.0,22.0,5665.190000000002
0.004,20.0,5718.710000000004
0.007,20.0,5569.300000000005
0.011,20.0,5822.530000000005
0.014,20.0,5984.669999999997
0.018,20.0,5855.7300000000005
0.021,20.0,5634.239999999997
0.024,20.0,5581.9
0.028,20.0,5871.170000000001
0.031,20.0,6051.770000000001
0.034,20.0,5985.65
0.05,20.0,6219.390000000002
0.053,20.0,5875.9800000000005
0.057,20.0,5883.870000000003
0.061,20.0,5651.7400000000025
0.065,20.0,5593.430000000002
0.068,20.0,5604.070000000001
0.071,20.0,6069.6900000000005
0.075,20.0,5948.770000000003
0.078,20.0,5994.780000000004
0.081,20.0,5726.060000000001
0.085,20.0,5614.290000000004
0.088,20.0,5618.690000000001
0.091,20.0,5634.58
0.094,20.0,5556.439999999999
0.098,20.0,6231.25
0.102,20.0,5960.160000000001
0.105,20.0,5466.680000000004
0.108,20.0,5961.740000000006
0.112,20.0,6260.150000000002
0.115,20.0,5970.170000000005
0.12,20.0,5740.02
0.123,20.0,5795.020000000003
0.127,20.0,5803.540000000003
0.13,20.0,5865.230000000002
0.133,20.0,5975.82
0.137,20.0,5984.119999999998
0.14,20.0,5723.1799999999985
0.144,20.0,5901.649999999998
0.147,20.0,5751.099999999999
0.165,20.0,5720.949999999998
0.169,20.0,6188.7199999999975
0.173,20.0,5927.48
0.177,20.0,5878.390000000002
0.181,20.0,5904.850000000003
0.184,20.0,5992.24
0.188,20.0,5819.289999999997
0.191,20.0,5705.380000000005
0.194,20.0,6051.22
0.198,20.0,5859.810000000004
0.202,20.0,6386.840000000003
0.205,20.0,6356.940000000003
0.209,20.0,6319.930000000003
0.212,20.0,6174.870000000001
0.215,20.0,6092.370000000003
0.219,20.0,6074.270000000002
0.222,20.0,6080.370000000006
0.225,20.0,6025.150000000004
0.229,20.0,5738.599999999998
0.232,20.0,5738.619999999997
0.236,20.0,5693.290000000003
0.239,20.0,5748.699999999999
0.242,20.0,5667.410000000002
0.246,20.0,5635.920000000001
0.249,20.0,5546.759999999996
0.253,20.0,5792.739999999996
0.256,20.0,5711.679999999997
0.26,20.0,5671.580000000001
0.263,20.0,5979.360000000002
0.282,20.0,5666.020000000002
0.286,20.0,5765.980000000004
0.29,20.0,5933.94
0.294,20.0,6183.710000000001
0.297,20.0,6112.230000000002
0.3,20.0,5810.720000000001
0.304,20.0,5822.820000000002
0.308,20.0,5815.0400000000045
0.311,20.0,5805.889999999999
0.315,20.0,5768.5099999999975
0.318,20.0,5893.77
0.322,20.0,5992.089999999999
0.325,20.0,5959.129999999996
0.329,20.0,5933.739999999999
0.332,20.0,5991.279999999999
0.336,20.0,5871.259999999997
0.339,20.0,5828.389999999998
0.342,20.0,5881.749999999998
0.345,20.0,5952.889999999996
0.349,20.0,5555.399999999998
0.353,20.0,5877.920000000002
0.356,20.0,5703.510000000006
0.359,20.0,5596.7000000000035
0.362,20.0,5659.079999999998
0.366,20.0,5424.63
0.369,20.0,5506.330000000002
0.373,20.0,5856.960000000001
0.376,20.0,6033.240000000001
0.38,20.0,5975.260000000002
0.398,20.0,6099.719999999998
0.401,20.0,5986.460000000001
0.405,20.0,5800.570000000001
0.409,20.0,5992.449999999997
0.412,20.0,5935.949999999998
0.416,20.0,5774.770000000002
0.419,20.0,5520.200000000002
0.422,20.0,5473.16
0.426,20.0,5973.400000000003
0.429,20.0,5558.170000000001
0.433,20.0,5633.029999999999
0.436,20.0,5771.8099999999995
0.439,20.0,5559.049999999999
0.443,20.0,5847.009999999999
0.446,20.0,5600.28
0.449,20.0,5763.660000000002
0.453,20.0,6238.599999999999
0.456,20.0,6386.770000000006
0.459,20.0,5947.920000000002
0.462,20.0,5719.87
0.466,20.0,6087.609999999999
0.469,20.0,5796.7900000000045
0.473,20.0,5845.390000000006
0.476,20.0,6171.44
0.48,20.0,6034.860000000003
0.484,20.0,5860.080000000003
0.487,20.0,6124.020000000003
0.49,20.0,6323.33
0.493,20.0,6167.830000000002
0.512,20.0,6318.620000000005
0.516,20.0,6417.030000000003
0.52,20.0,6011.970000000003
0.525,20.0,6072.040000000005
0.528,20.0,6063.840000000005
0.532,20.0,5996.180000000002
0.536,20.0,6064.030000000002
0.539,20.0,6054.590000000001
0.542,20.0,6116.270000000003
0.545,20.0,5855.870000000001
0.549,20.0,5679.240000000003
0.552,20.0,5872.78
0.556,20.0,6019.630000000001
0.559,20.0,6153.840000000002
0.562,20.0,5968.6
0.566,20.0,5748.089999999999
0.569,20.0,5640.260000000002
0.573,20.0,5943.6200000000035
0.576,20.0,5712.29
0.58,20.0,5825.239999999999
0.583,20.0,5801.610000000004
0.587,20.0,6161.320000000005
0.591,20.0,6188.4100000000035
0.594,20.0,5957.590000000006
0.597,20.0,5634.830000000004
0.601,20.0,5839.330000000009
0.604,20.0,5757.280000000003
0.607,20.0,5910.0700000000015
0.611,20.0,5988.899999999996
0.631,20.0,6212.9
0.635,20.0,6069.1399999999985
0.639,20.0,5819.92
0.642,20.0,5930.430000000006
0.646,20.0,6039.710000000003
0.649,20.0,6103.310000000001
0.653,20.0,5874.290000000004
0.656,20.0,6030.390000000002
0.659,20.0,6006.149999999996
0.663,20.0,5688.829999999998
0.666,20.0,5731.549999999999
0.669,20.0,5621.999999999998
0.673,20.0,5805.560000000001
0.676,20.0,5863.3
0.679,20.0,5985.809999999997
0.683,20.0,5792.59
0.686,20.0,5585.079999999999
0.69,20.0,6094.190000000002
0.693,20.0,6251.450000000002
0.696,20.0,6223.509999999998
0.7,20.0,5997.890000000005
0.703,20.0,5870.229999999999
0.706,20.0,5921.560000000003
0.71,20.0,5817.229999999997
0.713,20.0,5702.8499999999985
0.716,20.0,5747.8700000000035
0.72,20.0,6092.489999999999
0.723,20.0,6026.050000000002
0.726,20.0,5772.890000000003
0.744,20.0,5765.340000000004
0.748,20.0,5979.490000000002
0.752,20.0,5998.050000000002
0.756,20.0,5822.799999999999
0.759,20.0,5570.480000000002
0.763,20.0,5617.120000000003
0.766,20.0,5809.89
0.77,20.0,6032.230000000003
0.773,20.0,5966.200000000002
0.776,20.0,6088.38
0.78,20.0,6201.900000000002
0.783,20.0,5937.639999999999
0.786,20.0,5717.549999999999
0.79,20.0,5573.640000000002
0.793,20.0,5755.239999999999
0.796,20.0,5947.060000000001
0.8,20.0,6193.130000000001
0.803,20.0,5959.88
0.806,20.0,5911.980000000006
0.809,20.0,6020.590000000001
0.813,20.0,5873.130000000005
