Filename,bnDist,bnVehi,tabuDist,tabuVehi,dDist,dVehi,constructDist,constructVehi,dcDist,dcVehi,iterations,successCheck
C1_2_1.TXT,2704.57,20,2724.569999999996,20,-19.999999999995907,0,3140.589999999995,20,416.0199999999991,0,316718,SUCCESS
C1_2_10.TXT,2643.51,18,3096.999999999996,20,-453.4899999999957,-2,4093.1099999999988,20,996.1100000000029,0,2357014,SUCCESS
C1_2_2.TXT,2917.89,18,3052.149999999998,21,-134.25999999999794,-3,4192.649999999998,22,1140.5,1,1299575,SUCCESS
C1_2_3.TXT,2707.35,18,3101.679999999995,20,-394.3299999999949,-2,4376.749999999999,20,1275.0700000000043,0,1979894,SUCCESS
C1_2_4.TXT,2643.31,18,2961.0199999999973,19,-317.7099999999973,-1,3872.779999999997,20,911.7599999999998,1,2127609,SUCCESS
C1_2_5.TXT,2702.05,20,3242.2499999999945,22,-540.1999999999944,-2,4033.949999999996,22,791.7000000000016,0,1234925,SUCCESS
C1_2_6.TXT,2701.04,20,3279.1399999999953,23,-578.0999999999954,-3,4784.079999999996,24,1504.940000000001,1,1303668,SUCCESS
C1_2_7.TXT,2701.04,20,3079.769999999996,23,-378.7299999999959,-3,4363.6399999999985,23,1283.8700000000026,0,2091067,SUCCESS
C1_2_8.TXT,2775.48,19,2940.849999999995,20,-165.3699999999949,-1,4073.5799999999977,22,1132.7300000000027,2,2378732,SUCCESS
C1_2_9.TXT,2687.83,18,3242.6799999999967,21,-554.8499999999967,-3,4373.699999999998,21,1131.0200000000013,0,2882970,SUCCESS
C2_2_1.TXT,1931.44,6,1956.0899999999988,7,-24.649999999998727,-1,2245.759999999999,8,289.6700000000001,1,1164658,SUCCESS
C2_2_10.TXT,1806.58,6,2015.6699999999987,7,-209.08999999999878,-1,3211.5799999999967,7,1195.909999999998,0,4683681,SUCCESS
C2_2_2.TXT,1863.16,6,2247.589999999999,7,-384.4299999999987,-1,3379.349999999997,7,1131.7599999999984,0,2074392,SUCCESS
C2_2_3.TXT,1775.08,6,2250.099999999998,7,-475.01999999999816,-1,3406.6799999999994,7,1156.5800000000013,0,2419253,SUCCESS
C2_2_4.TXT,1703.43,6,2097.1799999999994,7,-393.7499999999993,-1,3439.56,7,1342.3800000000006,0,3946740,SUCCESS
C2_2_5.TXT,1878.85,6,1990.179999999998,7,-111.32999999999811,-1,2931.009999999998,7,940.8299999999999,0,1974978,SUCCESS
C2_2_6.TXT,1857.35,6,2075.899999999998,8,-218.5499999999979,-2,3218.2299999999987,8,1142.3300000000008,0,3783787,SUCCESS
C2_2_7.TXT,1849.46,6,2151.299999999999,7,-301.8399999999988,-1,3197.519999999999,8,1046.2200000000003,1,2935283,SUCCESS
C2_2_8.TXT,1820.53,6,2072.989999999999,7,-252.4599999999989,-1,3142.7999999999993,7,1069.8100000000004,0,3050932,SUCCESS
C2_2_9.TXT,1830.05,6,2211.629999999997,7,-381.57999999999697,-1,3326.4399999999982,7,1114.8100000000013,0,2529897,SUCCESS
R1_2_1.TXT,4784.11,20,5403.889999999999,22,-619.7799999999997,-2,6361.970000000001,24,958.0800000000017,2,934543,SUCCESS
R1_2_10.TXT,3301.18,18,4402.5199999999995,18,-1101.3399999999997,0,5380.739999999999,18,978.2199999999993,0,1565436,SUCCESS
R1_2_2.TXT,4039.86,18,4901.579999999997,22,-861.7199999999971,-4,6206.020000000001,24,1304.4400000000041,2,1836894,SUCCESS
R1_2_3.TXT,3381.96,18,4215.149999999998,20,-833.1899999999978,-2,5933.330000000005,24,1718.1800000000076,4,2301482,SUCCESS
R1_2_4.TXT,3057.81,18,3998.4699999999975,19,-940.6599999999976,-1,5676.560000000002,22,1678.0900000000047,3,3163139,SUCCESS
R1_2_5.TXT,4107.86,18,4812.57,21,-704.71,-3,5787.930000000003,22,975.3600000000033,1,1195078,SUCCESS
R1_2_6.TXT,3583.14,18,4143.759999999998,20,-560.6199999999985,-2,5806.160000000001,21,1662.4000000000024,1,1634388,SUCCESS
R1_2_7.TXT,3150.11,18,3769.299999999994,20,-619.1899999999937,-2,5673.86,20,1904.5600000000059,0,2533685,SUCCESS
R1_2_8.TXT,2951.99,18,3714.009999999997,19,-762.0199999999973,-1,5169.740000000002,19,1455.7300000000046,0,2517216,SUCCESS
R1_2_9.TXT,3760.58,18,4578.999999999997,20,-818.4199999999973,-2,6015.359999999995,20,1436.3599999999979,0,1491114,SUCCESS
R2_2_1.TXT,4483.16,4,4893.579999999999,5,-410.41999999999916,-1,6384.130000000003,5,1490.5500000000038,0,1191542,SUCCESS
R2_2_10.TXT,2654.97,4,3455.719999999998,4,-800.7499999999982,0,5206.980000000003,4,1751.2600000000052,0,3228062,SUCCESS
