0.0,22.0,5686.420000000003
0.011,21.0,5800.97
0.018,20.0,5560.980000000001
0.023,20.0,5577.4699999999975
0.029,20.0,5831.42
0.035,20.0,5696.8899999999985
0.04,19.0,5965.169999999992
0.046,19.0,6069.289999999998
0.051,19.0,5950.959999999999
0.057,19.0,6114.819999999999
0.062,19.0,5976.719999999998
0.068,19.0,5699.769999999998
0.073,19.0,5960.17
0.079,19.0,5965.13
0.084,19.0,6087.1799999999985
0.098,19.0,5836.800000000001
0.104,19.0,6184.350000000002
0.109,19.0,6714.529999999999
0.114,19.0,6264.869999999999
0.12,19.0,5971.599999999997
0.126,19.0,5858.890000000001
0.132,19.0,5971.480000000002
0.137,19.0,6117.890000000004
0.142,19.0,6354.480000000003
0.148,19.0,6393.760000000001
0.153,19.0,6516.290000000003
0.159,19.0,6173.660000000001
0.164,19.0,6367.509999999999
0.17,19.0,6669.849999999998
0.175,19.0,6247.969999999999
0.189,19.0,6235.099999999995
0.194,19.0,6350.700000000002
0.2,19.0,6519.060000000004
0.206,19.0,6372.699999999999
0.211,19.0,6227.260000000001
0.217,19.0,6285.540000000003
0.222,19.0,6622.720000000001
0.228,19.0,6423.710000000002
0.234,19.0,6516.639999999999
0.24,19.0,6497.169999999996
0.245,19.0,6535.699999999996
0.251,19.0,6266.470000000004
0.256,19.0,6288.950000000005
0.262,19.0,6363.900000000001
0.275,19.0,6217.549999999994
0.281,19.0,6217.529999999998
0.287,19.0,6190.899999999997
0.292,19.0,6404.299999999998
0.298,19.0,6066.260000000002
0.303,19.0,6004.209999999999
0.309,19.0,5940.489999999998
0.314,19.0,6244.7199999999975
0.32,19.0,6114.320000000002
0.325,19.0,6112.4800000000005
0.33,19.0,6262.899999999997
0.336,19.0,6173.99
0.342,19.0,6701.619999999995
0.347,19.0,6455.940000000001
0.353,19.0,6168.729999999998
0.367,19.0,6551.690000000001
0.373,19.0,6578.160000000002
0.379,19.0,6700.360000000005
0.384,19.0,6645.330000000001
0.39,19.0,6202.850000000003
0.396,19.0,6688.090000000002
0.402,19.0,6348.299999999998
0.407,19.0,6520.500000000002
0.413,19.0,6242.160000000003
0.419,19.0,6158.710000000001
0.424,19.0,6139.090000000005
0.43,19.0,6350.740000000003
0.435,19.0,6134.81
0.441,19.0,6283.380000000003
0.447,19.0,6392.260000000007
0.461,19.0,6474.18
0.467,19.0,6404.5100000000075
0.473,19.0,6254.230000000002
0.478,19.0,6548.830000000003
0.484,19.0,6150.960000000003
0.489,19.0,6347.7
0.495,19.0,6601.580000000002
0.501,19.0,6364.520000000002
0.506,19.0,6648.170000000004
0.512,19.0,6705.710000000004
0.517,19.0,6653.150000000003
0.523,19.0,6516.409999999999
